Point Source_RN;Point Source_RS;Point Source_RO;Point Source_OX;Point Source_OY;Point Source_OZ;Point Source_DX;Point Source_DY;Point Source_DZ;Point Source_EN;Point Source_PL;Point Source_S0;Point Source_S1;Point Source_S2;Point Source_S3
153;2;0;0.024513978183877;-0.001378515108789;-0.446983590165756;-0.000372325573581;-0.000392782823597;0.999999853547650;100;0;1;1;0;0
154;2;0;-0.028844081282916;-0.007790741540992;0.435434330398761;0.000106283508896;0.000197572876389;0.999999974834387;100;0;1;1;0;0
155;2;0;-0.011779856977834;0.014494996655175;0.432802824742454;-0.000481939359519;0.000169268396616;0.999999869541323;100;0;1;1;0;0
156;2;0;-0.018785350663111;-0.011559293265620;-0.039585740550563;0.000285336789263;0.000490155188971;0.999999839165391;100;0;1;1;0;0
157;2;0;0.010592673128679;0.018101665600135;0.058079956397231;0.000404387664588;-0.000166740810156;0.999999904334055;100;0;1;1;0;0
158;2;0;-0.031747856903765;-0.000016144134942;-0.129362079827877;-0.000121794102390;-0.000358734791156;0.999999928237771;100;0;1;1;0;0
159;2;0;0.020927844324024;0.006018909259965;0.256931226056058;0.000089453121306;-0.000354627770327;0.999999933118640;100;0;1;1;0;0
160;2;0;-0.030963755233015;0.007467383103905;-0.296114637000378;0.000430115755794;0.000007429164077;0.999999907472618;100;0;1;1;0;0
161;2;0;0.011120071196588;-0.000165582415052;0.354302255579932;0.000439798865799;-0.000316387908145;0.999999853237814;100;0;1;1;0;0
162;2;0;0.027411330981143;-0.005921378815817;-0.289671432546975;-0.000145155261824;0.000386393911287;0.999999914814844;100;0;1;1;0;0
163;2;0;0.023176080195199;-0.000755301135686;-0.133217413431502;0.000017842331138;0.000411222037247;0.999999915289040;100;0;1;1;0;0
164;2;0;-0.001822002037712;-0.001321717423600;-0.280571352184011;0.000458053551104;0.000321008882360;0.999999843570109;100;0;1;1;0;0
165;2;0;0.005164812936908;-0.013122224078058;-0.188016056304231;-0.000203337885956;0.000030329223279;0.999999978866921;100;0;1;1;0;0
166;2;0;0.011270373186622;-0.010535702681318;-0.466322666009487;0.000359955206509;-0.000121922470362;0.999999927783578;100;0;1;1;0;0
167;2;0;-0.027513883071616;0.007277476337342;-0.070775003909104;0.000474957811362;0.000187021798728;0.999999869718954;100;0;1;1;0;0
168;2;0;-0.012478039480289;-0.005893248162056;0.110347385650958;-0.000102571733826;0.000488167264744;0.999999875585873;100;0;1;1;0;0
169;2;0;0.012738111494079;-0.000544537606908;-0.397016322418432;-0.000127839038545;-0.000186130283022;0.999999974506349;100;0;1;1;0;0
170;2;0;-0.021568818819541;0.019037007630072;0.067445628423874;0.000285236471689;0.000313413742343;0.999999910205987;100;0;1;1;0;0
171;2;0;-0.025298396580884;0.002798996311801;0.259432045716105;-0.000179359860199;-0.000275885095738;0.999999945858726;100;0;1;1;0;0
172;2;0;-0.025668254980059;0.006578235713034;-0.053352093265219;-0.000141999973979;0.000182571197369;0.999999973251882;100;0;1;1;0;0
173;2;0;-0.019993199872675;-0.014175533441077;-0.226387908798809;-0.000334711990820;-0.000007360118617;0.999999943956854;100;0;1;1;0;0
174;2;0;-0.017932369713929;-0.000668467089294;0.333769319720023;0.000476780878137;-0.000233720895506;0.999999859027259;100;0;1;1;0;0
175;2;0;0.000235781967293;-0.007630936218785;-0.186123147728909;-0.000143798533708;-0.000137356505688;0.999999980227586;100;0;1;1;0;0
176;2;0;0.029369373067993;-0.013142175011987;0.214874413266193;-0.000118201345025;-0.000103350811375;0.999999987673526;100;0;1;1;0;0
177;2;0;-0.017546759261858;-0.002049087496078;-0.417104938463677;-0.000439608943015;0.000035814777951;0.999999902730635;100;0;1;1;0;0
178;2;0;-0.012732488233002;-0.017595373268200;-0.043387709463789;0.000483991967214;0.000373198047144;0.999999813237479;100;0;1;1;0;0
179;2;0;-0.007902787570539;-0.013920376393987;-0.279543220068859;-0.000113391700321;0.000415598878391;0.999999907209943;100;0;1;1;0;0
180;2;0;-0.024727636439763;0.016307802337201;-0.096381876075961;-0.000049271960648;-0.000458083424627;0.999999893865919;100;0;1;1;0;0
181;2;0;-0.007715069991541;-0.012653703786950;-0.492813856899656;-0.000203594860317;0.000437537882780;0.999999883554860;100;0;1;1;0;0
182;2;0;0.007551311194346;-0.005678176294427;-0.132902097526523;-0.000196662010535;0.000147492390902;0.999999969785024;100;0;1;1;0;0
183;2;0;0.019640118359831;0.014304821217749;-0.464679855745256;-0.000014827018253;-0.000289699413863;0.999999957927204;100;0;1;1;0;0
184;2;0;-0.000847898153585;-0.002376383335331;0.449980900018821;-0.000481319078481;0.000305946778453;0.999999837364243;100;0;1;1;0;0
185;2;0;-0.002025849291737;-0.007196020958084;-0.009244167121336;0.000454454992382;0.000030219417670;0.999999896278718;100;0;1;1;0;0
186;2;0;-0.025531862309488;-0.015317057422724;-0.242087697661539;0.000444800084827;0.000262724178156;0.999999866564437;100;0;1;1;0;0
187;2;0;-0.008144574903917;0.002847007870184;-0.108373671875728;0.000224378053462;-0.000146878300459;0.999999964040626;100;0;1;1;0;0
188;2;0;0.011127162640476;-0.002752988477819;-0.385069156384467;0.000297223592059;-0.000128880467509;0.999999947523979;100;0;1;1;0;0
189;2;0;0.025962607231575;0.000507566309030;0.241024918647270;0.000164803451594;0.000210789442911;0.999999964203816;100;0;1;1;0;0
190;2;0;-0.020534250830989;-0.010146967811454;0.309440538705223;-0.000212274515354;0.000252654313276;0.999999945552662;100;0;1;1;0;0
191;2;0;-0.027957171532197;0.009322616760356;0.298236328636958;-0.000199988718415;0.000434163100263;0.999999885753451;100;0;1;1;0;0
192;2;0;0.030850459561125;-0.017760097198133;0.005200351708299;0.000068642922227;0.000168261943566;0.999999983488034;100;0;1;1;0;0
193;2;0;0.022319216936261;-0.015917836771735;0.301069989233470;-0.000009705200062;-0.000018573832102;0.999999999780411;100;0;1;1;0;0
194;2;0;0.031982867497412;0.011846306156116;0.227581223037856;-0.000133639884302;0.000375977116925;0.999999920390791;100;0;1;1;0;0
195;2;0;0.023510395564760;-0.013965561218272;0.151661897577140;-0.000169297053470;0.000494253053500;0.999999863526204;100;0;1;1;0;0
196;2;0;0.031320862900047;-0.016108305662816;0.244126537474915;-0.000419458336991;-0.000431761083288;0.999999818818519;100;0;1;1;0;0
197;2;0;0.005461707981862;0.013906393709128;0.235111279852349;0.000081063182890;-0.000237600795237;0.999999968487311;100;0;1;1;0;0
